entry_date,title,artist,peak,peak_date,weeks_top_ten,year,spotify_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
January 6,"""How Am I Supposed to Live Without You""",Michael Bolton,1,January 20,6,1990,spotify:track:3RMeOetCdXttthQK0clPuz,0.541,0.44,10.0,-12.206,1.0,0.031,0.191,0.0,0.114,0.232,140.273,audio_features,3RMeOetCdXttthQK0clPuz,spotify:track:3RMeOetCdXttthQK0clPuz,https://api.spotify.com/v1/tracks/3RMeOetCdXttthQK0clPuz,https://api.spotify.com/v1/audio-analysis/3RMeOetCdXttthQK0clPuz,255667.0,4.0
January 6,"""Everything""",Jody Watley,4,January 20,5,1990,spotify:track:5p4xF15jnsw1rfi55Gv1lU,0.57,0.692,0.0,-9.551,1.0,0.0303,0.584,0.0112,0.203,0.693,163.972,audio_features,5p4xF15jnsw1rfi55Gv1lU,spotify:track:5p4xF15jnsw1rfi55Gv1lU,https://api.spotify.com/v1/tracks/5p4xF15jnsw1rfi55Gv1lU,https://api.spotify.com/v1/audio-analysis/5p4xF15jnsw1rfi55Gv1lU,255413.0,4.0
January 13,"""Just Between You and Me""",Lou Gramm,6,January 27,4,1990,spotify:track:1fMvhGvNGrumP5MKKDf61e,0.773,0.617,0.0,-10.52,1.0,0.027,0.23,3.65e-05,0.0623,0.905,121.552,audio_features,1fMvhGvNGrumP5MKKDf61e,spotify:track:1fMvhGvNGrumP5MKKDf61e,https://api.spotify.com/v1/tracks/1fMvhGvNGrumP5MKKDf61e,https://api.spotify.com/v1/audio-analysis/1fMvhGvNGrumP5MKKDf61e,296133.0,4.0
January 20,"""Downtown Train""",Rod Stewart,3,January 27,5,1990,spotify:track:5XJzh2c0roCc6GDs8PrILx,0.527,0.584,10.0,-7.965,1.0,0.0314,0.0878,0.000103,0.117,0.271,114.941,audio_features,5XJzh2c0roCc6GDs8PrILx,spotify:track:5XJzh2c0roCc6GDs8PrILx,https://api.spotify.com/v1/tracks/5XJzh2c0roCc6GDs8PrILx,https://api.spotify.com/v1/audio-analysis/5XJzh2c0roCc6GDs8PrILx,279413.0,4.0
January 20,"""Free Fallin""",Tom Petty,7,January 27,3,1990,spotify:track:5tVA6TkbaAH9QMITTQRrNv,0.623,0.449,5.0,-13.333,1.0,0.0253,0.212,0.0,0.0613,0.572,84.383,audio_features,5tVA6TkbaAH9QMITTQRrNv,spotify:track:5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/tracks/5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/audio-analysis/5tVA6TkbaAH9QMITTQRrNv,256000.0,4.0
January 20,"""Two to Make It Right""",Seduction,2,February 10,6,1990,spotify:track:6GS6uE1vDmtzxO8GztAR2O,0.772,0.598,7.0,-10.857,0.0,0.0429,0.204,0.00345,0.513,0.717,114.419,audio_features,6GS6uE1vDmtzxO8GztAR2O,spotify:track:6GS6uE1vDmtzxO8GztAR2O,https://api.spotify.com/v1/tracks/6GS6uE1vDmtzxO8GztAR2O,https://api.spotify.com/v1/audio-analysis/6GS6uE1vDmtzxO8GztAR2O,282267.0,4.0
January 20,"""Love Song""",Tesla,10,January 20,1,1990,spotify:track:0vJUdIefT5caKla9H8b1q4,0.354,0.318,2.0,-9.974,1.0,0.034,0.343,0.0389,0.113,0.281,81.854,audio_features,0vJUdIefT5caKla9H8b1q4,spotify:track:0vJUdIefT5caKla9H8b1q4,https://api.spotify.com/v1/tracks/0vJUdIefT5caKla9H8b1q4,https://api.spotify.com/v1/audio-analysis/0vJUdIefT5caKla9H8b1q4,323360.0,4.0
January 27,"""I Remember You""",Skid Row,6,February 3,3,1990,spotify:track:4ZpXHlV2vQVfPXUvbDSZ92,0.345,0.531,0.0,-12.708,1.0,0.0305,0.00642,7.28e-06,0.14,0.49,176.302,audio_features,4ZpXHlV2vQVfPXUvbDSZ92,spotify:track:4ZpXHlV2vQVfPXUvbDSZ92,https://api.spotify.com/v1/tracks/4ZpXHlV2vQVfPXUvbDSZ92,https://api.spotify.com/v1/audio-analysis/4ZpXHlV2vQVfPXUvbDSZ92,313693.0,4.0
February 3,"""Janies Got a Gun""",Aerosmith,4,February 10,3,1990,spotify:track:5fMwvrqujbQjUxcNPcYrUF,0.633,0.823,5.0,-5.792,1.0,0.0287,0.0516,0.000496,0.188,0.444,115.107,audio_features,5fMwvrqujbQjUxcNPcYrUF,spotify:track:5fMwvrqujbQjUxcNPcYrUF,https://api.spotify.com/v1/tracks/5fMwvrqujbQjUxcNPcYrUF,https://api.spotify.com/v1/audio-analysis/5fMwvrqujbQjUxcNPcYrUF,330533.0,4.0
February 10,"""What Kind of Man Would I Be?""",Chicago,5,February 24,3,1990,spotify:track:6XvDozCQhTvSutezyoYgB0,0.537,0.707,0.0,-8.104,1.0,0.0269,0.122,0.0,0.181,0.232,88.141,audio_features,6XvDozCQhTvSutezyoYgB0,spotify:track:6XvDozCQhTvSutezyoYgB0,https://api.spotify.com/v1/tracks/6XvDozCQhTvSutezyoYgB0,https://api.spotify.com/v1/audio-analysis/6XvDozCQhTvSutezyoYgB0,256200.0,4.0
February 10,"""Dangerous""",Roxette,2,March 3,5,1990,spotify:track:7LwsqxyIqOCF9vbdHmdIvT,0.712,0.898,4.0,-4.893,1.0,0.0336,0.0485,7.76e-06,0.148,0.961,124.409,audio_features,7LwsqxyIqOCF9vbdHmdIvT,spotify:track:7LwsqxyIqOCF9vbdHmdIvT,https://api.spotify.com/v1/tracks/7LwsqxyIqOCF9vbdHmdIvT,https://api.spotify.com/v1/audio-analysis/7LwsqxyIqOCF9vbdHmdIvT,228867.0,4.0
February 10,"""Escapade""",Janet Jackson,1,March 3,8,1990,spotify:track:5HAv1Ckfe50DUjv8ghwTrz,0.806,0.954,1.0,-6.741,1.0,0.0514,0.0259,0.000617,0.176,0.701,115.229,audio_features,5HAv1Ckfe50DUjv8ghwTrz,spotify:track:5HAv1Ckfe50DUjv8ghwTrz,https://api.spotify.com/v1/tracks/5HAv1Ckfe50DUjv8ghwTrz,https://api.spotify.com/v1/audio-analysis/5HAv1Ckfe50DUjv8ghwTrz,283934.0,4.0
February 10,"""All or Nothing""",Milli Vanilli,4,February 24,4,1990,spotify:track:7sS1P9f8SDyl03hqC1etWU,0.877,0.85,1.0,-13.03,1.0,0.0725,0.0154,0.00369,0.114,0.808,100.733,audio_features,7sS1P9f8SDyl03hqC1etWU,spotify:track:7sS1P9f8SDyl03hqC1etWU,https://api.spotify.com/v1/tracks/7sS1P9f8SDyl03hqC1etWU,https://api.spotify.com/v1/audio-analysis/7sS1P9f8SDyl03hqC1etWU,200600.0,4.0
February 17,"""Tell Me Why""",Exposé,9,February 17,1,1990,spotify:track:0LuJHeLpbTw1dcXVYgBPyS,0.648,0.894,11.0,-8.889,0.0,0.0679,0.154,0.0,0.151,0.847,99.334,audio_features,0LuJHeLpbTw1dcXVYgBPyS,spotify:track:0LuJHeLpbTw1dcXVYgBPyS,https://api.spotify.com/v1/tracks/0LuJHeLpbTw1dcXVYgBPyS,https://api.spotify.com/v1/audio-analysis/0LuJHeLpbTw1dcXVYgBPyS,267027.0,4.0
February 17,"""We Cant Go Wrong""",The Cover Girls,8,March 3,3,1990,spotify:track:1DTLJp3baHKyTYZMWD4zgp,0.587,0.409,9.0,-15.075,1.0,0.0279,0.0168,0.0353,0.0458,0.449,143.639,audio_features,1DTLJp3baHKyTYZMWD4zgp,spotify:track:1DTLJp3baHKyTYZMWD4zgp,https://api.spotify.com/v1/tracks/1DTLJp3baHKyTYZMWD4zgp,https://api.spotify.com/v1/audio-analysis/1DTLJp3baHKyTYZMWD4zgp,316627.0,4.0
February 24,"""Roam""",The B-52's,3,March 10,5,1990,spotify:track:5fqcIHU6DhQtFKVO5XSdQs,0.636,0.939,9.0,-5.551,1.0,0.0837,0.0485,6.69e-06,0.271,0.694,134.937,audio_features,5fqcIHU6DhQtFKVO5XSdQs,spotify:track:5fqcIHU6DhQtFKVO5XSdQs,https://api.spotify.com/v1/tracks/5fqcIHU6DhQtFKVO5XSdQs,https://api.spotify.com/v1/audio-analysis/5fqcIHU6DhQtFKVO5XSdQs,295133.0,4.0
February 24,"""Here We Are""",Gloria Estefan,6,March 3,3,1990,spotify:track:4asTNYhhrp323lLp81KIKQ,0.694,0.467,9.0,-14.437,1.0,0.0329,0.639,1.61e-05,0.0869,0.63,142.132,audio_features,4asTNYhhrp323lLp81KIKQ,spotify:track:4asTNYhhrp323lLp81KIKQ,https://api.spotify.com/v1/tracks/4asTNYhhrp323lLp81KIKQ,https://api.spotify.com/v1/audio-analysis/4asTNYhhrp323lLp81KIKQ,289707.0,4.0
February 24,"""Price of Love""",Bad English,5,March 10,4,1990,spotify:track:56y9EmjGAAejQ6QX9blIGI,0.348,0.444,9.0,-10.001,1.0,0.0288,0.0201,1.23e-05,0.0639,0.241,138.194,audio_features,56y9EmjGAAejQ6QX9blIGI,spotify:track:56y9EmjGAAejQ6QX9blIGI,https://api.spotify.com/v1/tracks/56y9EmjGAAejQ6QX9blIGI,https://api.spotify.com/v1/audio-analysis/56y9EmjGAAejQ6QX9blIGI,286040.0,4.0
March 3,"""Black Velvet""",Alannah Myles,1,March 24,7,1990,spotify:track:1KU5EHSz04JhGg3rReGJ0N,0.754,0.366,8.0,-10.07,1.0,0.0312,0.273,9.04e-05,0.106,0.469,91.147,audio_features,1KU5EHSz04JhGg3rReGJ0N,spotify:track:1KU5EHSz04JhGg3rReGJ0N,https://api.spotify.com/v1/tracks/1KU5EHSz04JhGg3rReGJ0N,https://api.spotify.com/v1/audio-analysis/1KU5EHSz04JhGg3rReGJ0N,287440.0,4.0
March 10,"""I Go to Extremes""",Billy Joel,6,March 17,3,1990,spotify:track:16LYB0chkPiblx33djiNTt,0.592,0.918,5.0,-4.744,1.0,0.036,0.0143,1.25e-05,0.287,0.568,127.095,audio_features,16LYB0chkPiblx33djiNTt,spotify:track:16LYB0chkPiblx33djiNTt,https://api.spotify.com/v1/tracks/16LYB0chkPiblx33djiNTt,https://api.spotify.com/v1/audio-analysis/16LYB0chkPiblx33djiNTt,263200.0,4.0
March 10,"""Love Will Lead You Back""",Taylor Dayne,1,April 7,6,1990,spotify:track:3HLgjHYaEhKFvV4SSvI9Te,0.547,0.513,1.0,-7.006,1.0,0.0267,0.201,0.0,0.0866,0.2,73.214,audio_features,3HLgjHYaEhKFvV4SSvI9Te,spotify:track:3HLgjHYaEhKFvV4SSvI9Te,https://api.spotify.com/v1/tracks/3HLgjHYaEhKFvV4SSvI9Te,https://api.spotify.com/v1/audio-analysis/3HLgjHYaEhKFvV4SSvI9Te,277600.0,4.0
March 17,"""I Wish It Would Rain Down""",Phil Collins,3,March 31,4,1990,spotify:track:4F2t297QK40XFcIHqkmLHs,0.51,0.667,8.0,-4.715,1.0,0.0294,0.292,0.00683,0.313,0.356,125.887,audio_features,4F2t297QK40XFcIHqkmLHs,spotify:track:4F2t297QK40XFcIHqkmLHs,https://api.spotify.com/v1/tracks/4F2t297QK40XFcIHqkmLHs,https://api.spotify.com/v1/audio-analysis/4F2t297QK40XFcIHqkmLHs,327747.0,4.0
March 17,"""Just a Friend""",Biz Markie,9,March 17,1,1990,spotify:track:3yNVfRQlUPViUh8O2V9SQn,0.862,0.663,0.0,-9.004,1.0,0.21,0.12,0.0,0.318,0.837,85.308,audio_features,3yNVfRQlUPViUh8O2V9SQn,spotify:track:3yNVfRQlUPViUh8O2V9SQn,https://api.spotify.com/v1/tracks/3yNVfRQlUPViUh8O2V9SQn,https://api.spotify.com/v1/audio-analysis/3yNVfRQlUPViUh8O2V9SQn,238267.0,4.0
March 24,"""Ill Be Your Everything""",Tommy Page,1,April 14,5,1990,spotify:track:4K0fYuC7qJx5P7Yh0Ch2zo,0.499,0.517,5.0,-9.044,1.0,0.0287,0.338,0.0,0.236,0.281,144.138,audio_features,4K0fYuC7qJx5P7Yh0Ch2zo,spotify:track:4K0fYuC7qJx5P7Yh0Ch2zo,https://api.spotify.com/v1/tracks/4K0fYuC7qJx5P7Yh0Ch2zo,https://api.spotify.com/v1/audio-analysis/4K0fYuC7qJx5P7Yh0Ch2zo,244840.0,4.0
March 24,"""All Around the World""",Lisa Stansfield,3,April 7,7,1990,spotify:track:1DapqOfkDAQCiKnvfwKo0g,0.671,0.914,1.0,-4.598,1.0,0.107,0.573,2.77e-06,0.0856,0.806,101.201,audio_features,1DapqOfkDAQCiKnvfwKo0g,spotify:track:1DapqOfkDAQCiKnvfwKo0g,https://api.spotify.com/v1/tracks/1DapqOfkDAQCiKnvfwKo0g,https://api.spotify.com/v1/audio-analysis/1DapqOfkDAQCiKnvfwKo0g,265760.0,4.0
March 24,"""Keep It Together""",Madonna,8,March 31,2,1990,spotify:track:04tSWZo4MLebMbf7RwSmyE,0.719,0.819,7.0,-10.579,0.0,0.0448,0.231,0.0222,0.0808,0.794,103.078,audio_features,04tSWZo4MLebMbf7RwSmyE,spotify:track:04tSWZo4MLebMbf7RwSmyE,https://api.spotify.com/v1/tracks/04tSWZo4MLebMbf7RwSmyE,https://api.spotify.com/v1/audio-analysis/04tSWZo4MLebMbf7RwSmyE,303200.0,4.0
March 24,"""Get Up! Before the Night Is Over""",Technotronic,7,April 7,4,1990,spotify:track:2MOOJh1xUgND4rLjB6h4jY,0.79,0.727,6.0,-11.84,0.0,0.105,0.00418,0.000162,0.0628,0.67,123.958,audio_features,2MOOJh1xUgND4rLjB6h4jY,spotify:track:2MOOJh1xUgND4rLjB6h4jY,https://api.spotify.com/v1/tracks/2MOOJh1xUgND4rLjB6h4jY,https://api.spotify.com/v1/audio-analysis/2MOOJh1xUgND4rLjB6h4jY,337093.0,4.0
March 31,"""Dont Wanna Fall in Love""",Jane Child,2,April 14,6,1990,spotify:track:6eozUVzr02EXMji1vuxgiP,0.708,0.681,1.0,-11.226,1.0,0.0422,0.0152,3.43e-05,0.0373,0.814,111.574,audio_features,6eozUVzr02EXMji1vuxgiP,spotify:track:6eozUVzr02EXMji1vuxgiP,https://api.spotify.com/v1/tracks/6eozUVzr02EXMji1vuxgiP,https://api.spotify.com/v1/audio-analysis/6eozUVzr02EXMji1vuxgiP,247840.0,4.0
March 31,"""Here and Now""",Luther Vandross,6,April 21,5,1990,spotify:track:042pmCix7CPth3l3X28jl1,0.571,0.285,7.0,-14.453,1.0,0.027,0.528,0.0,0.0853,0.244,74.967,audio_features,042pmCix7CPth3l3X28jl1,spotify:track:042pmCix7CPth3l3X28jl1,https://api.spotify.com/v1/tracks/042pmCix7CPth3l3X28jl1,https://api.spotify.com/v1/audio-analysis/042pmCix7CPth3l3X28jl1,323000.0,4.0
April 7,"""Nothing Compares 2 U""",Sinéad O'Connor,1,April 21,10,1990,spotify:track:3nvuPQTw2zuFAVuLsC9IYQ,0.511,0.574,5.0,-7.016,1.0,0.0273,0.0425,2.33e-05,0.105,0.161,119.917,audio_features,3nvuPQTw2zuFAVuLsC9IYQ,spotify:track:3nvuPQTw2zuFAVuLsC9IYQ,https://api.spotify.com/v1/tracks/3nvuPQTw2zuFAVuLsC9IYQ,https://api.spotify.com/v1/audio-analysis/3nvuPQTw2zuFAVuLsC9IYQ,280040.0,4.0
April 7,"""Forever""",Kiss,8,April 21,3,1990,spotify:track:2o4u19nlQWOGg5mLanT7Pg,0.435,0.666,6.0,-10.596,1.0,0.031,0.254,1.4e-05,0.0541,0.566,176.431,audio_features,2o4u19nlQWOGg5mLanT7Pg,spotify:track:2o4u19nlQWOGg5mLanT7Pg,https://api.spotify.com/v1/tracks/2o4u19nlQWOGg5mLanT7Pg,https://api.spotify.com/v1/audio-analysis/2o4u19nlQWOGg5mLanT7Pg,232640.0,4.0
April 14,"""I Wanna Be Rich""",Calloway,2,May 5,6,1990,spotify:track:5bqNu0YfNOZpgl34bcJiFQ,0.733,0.781,0.0,-10.265,1.0,0.0857,0.0352,0.00793,0.147,0.869,114.181,audio_features,5bqNu0YfNOZpgl34bcJiFQ,spotify:track:5bqNu0YfNOZpgl34bcJiFQ,https://api.spotify.com/v1/tracks/5bqNu0YfNOZpgl34bcJiFQ,https://api.spotify.com/v1/audio-analysis/5bqNu0YfNOZpgl34bcJiFQ,304200.0,4.0
April 21,"""How Can We Be Lovers?""",Michael Bolton,3,May 5,4,1990,spotify:track:0ZUjPkZKjzRi6bgIuJovfY,0.399,0.708,0.0,-10.541,0.0,0.0387,0.118,0.0,0.179,0.688,207.424,audio_features,0ZUjPkZKjzRi6bgIuJovfY,spotify:track:0ZUjPkZKjzRi6bgIuJovfY,https://api.spotify.com/v1/tracks/0ZUjPkZKjzRi6bgIuJovfY,https://api.spotify.com/v1/audio-analysis/0ZUjPkZKjzRi6bgIuJovfY,235627.0,4.0
April 21,"""Without You""",Mötley Crüe,8,April 28,2,1990,spotify:track:2Pntw3RoGXhANFihOS8XyD,0.524,0.76,5.0,-4.152,1.0,0.0286,0.00595,5.61e-05,0.0652,0.284,117.99,audio_features,2Pntw3RoGXhANFihOS8XyD,spotify:track:2Pntw3RoGXhANFihOS8XyD,https://api.spotify.com/v1/tracks/2Pntw3RoGXhANFihOS8XyD,https://api.spotify.com/v1/audio-analysis/2Pntw3RoGXhANFihOS8XyD,270187.0,4.0
April 28,"""Whip Appeal""",Babyface,6,April 28,2,1990,spotify:track:3KwBXx4v79jKrITc0WBw6H,0.745,0.453,9.0,-9.694,1.0,0.0288,0.593,0.0,0.173,0.523,109.616,audio_features,3KwBXx4v79jKrITc0WBw6H,spotify:track:3KwBXx4v79jKrITc0WBw6H,https://api.spotify.com/v1/tracks/3KwBXx4v79jKrITc0WBw6H,https://api.spotify.com/v1/audio-analysis/3KwBXx4v79jKrITc0WBw6H,331200.0,3.0
April 28,"""All I Wanna Do Is Make Love to You""",Heart,2,May 26,8,1990,spotify:track:5YjKdeES9QRJ8NmF4Xc8pV,0.626,0.746,7.0,-8.832,1.0,0.0282,0.16,0.0,0.0618,0.8,102.896,audio_features,5YjKdeES9QRJ8NmF4Xc8pV,spotify:track:5YjKdeES9QRJ8NmF4Xc8pV,https://api.spotify.com/v1/tracks/5YjKdeES9QRJ8NmF4Xc8pV,https://api.spotify.com/v1/audio-analysis/5YjKdeES9QRJ8NmF4Xc8pV,310893.0,4.0
May 5,"""Vogue""",Madonna,1,May 19,8,1990,spotify:track:27QvYgBk0CHOVHthWnkuWt,0.737,0.88,6.0,-6.449,1.0,0.0433,0.00379,0.00351,0.417,0.329,115.998,audio_features,27QvYgBk0CHOVHthWnkuWt,spotify:track:27QvYgBk0CHOVHthWnkuWt,https://api.spotify.com/v1/tracks/27QvYgBk0CHOVHthWnkuWt,https://api.spotify.com/v1/audio-analysis/27QvYgBk0CHOVHthWnkuWt,316813.0,4.0
May 5,"""What It Takes""",Aerosmith,9,May 5,3,1990,spotify:track:2fAYTT9kcUm8tnUrhD80sC,0.522,0.738,0.0,-6.423,1.0,0.031,0.0286,5.8e-06,0.4,0.461,142.702,audio_features,2fAYTT9kcUm8tnUrhD80sC,spotify:track:2fAYTT9kcUm8tnUrhD80sC,https://api.spotify.com/v1/tracks/2fAYTT9kcUm8tnUrhD80sC,https://api.spotify.com/v1/audio-analysis/2fAYTT9kcUm8tnUrhD80sC,310533.0,4.0
May 5,"""Alright""",Janet Jackson,4,June 2,7,1990,spotify:track:63W4sfeRTTiNKFLAzUJHFe,0.667,0.893,11.0,-7.083,1.0,0.0364,0.1,0.592,0.55,0.963,111.705,audio_features,63W4sfeRTTiNKFLAzUJHFe,spotify:track:63W4sfeRTTiNKFLAzUJHFe,https://api.spotify.com/v1/tracks/63W4sfeRTTiNKFLAzUJHFe,https://api.spotify.com/v1/audio-analysis/63W4sfeRTTiNKFLAzUJHFe,386533.0,4.0
May 12,"""Hold On""",Wilson Phillips,1,June 9,9,1990,spotify:track:4VZDv8sASBS8UruUBGTFdk,0.679,0.657,5.0,-9.897,1.0,0.0255,0.4,0.0,0.0497,0.546,97.8,audio_features,4VZDv8sASBS8UruUBGTFdk,spotify:track:4VZDv8sASBS8UruUBGTFdk,https://api.spotify.com/v1/tracks/4VZDv8sASBS8UruUBGTFdk,https://api.spotify.com/v1/audio-analysis/4VZDv8sASBS8UruUBGTFdk,266867.0,4.0
May 12,"""Sending All My Love""",Linear,5,May 19,5,1990,spotify:track:6zNPPFFrxmhpTQejOn1Wm1,0.703,0.517,7.0,-13.644,1.0,0.0529,0.000407,0.0969,0.0963,0.768,104.833,audio_features,6zNPPFFrxmhpTQejOn1Wm1,spotify:track:6zNPPFFrxmhpTQejOn1Wm1,https://api.spotify.com/v1/tracks/6zNPPFFrxmhpTQejOn1Wm1,https://api.spotify.com/v1/audio-analysis/6zNPPFFrxmhpTQejOn1Wm1,234067.0,4.0
May 12,"""Poison""",Bell Biv DeVoe,3,June 9,10,1990,spotify:track:6m59VvDUi0UQsB2eZ9wVbH,0.84,0.56,6.0,-10.53,0.0,0.21,0.00195,0.00417,0.633,0.775,111.815,audio_features,6m59VvDUi0UQsB2eZ9wVbH,spotify:track:6m59VvDUi0UQsB2eZ9wVbH,https://api.spotify.com/v1/tracks/6m59VvDUi0UQsB2eZ9wVbH,https://api.spotify.com/v1/audio-analysis/6m59VvDUi0UQsB2eZ9wVbH,261853.0,4.0
May 19,"""It Must Have Been Love""",Roxette,1,June 16,9,1990,spotify:track:6kvoHl80mfCVTv7XnZkjQn,0.52,0.652,5.0,-6.655,1.0,0.0274,0.34,5.49e-05,0.256,0.722,80.609,audio_features,6kvoHl80mfCVTv7XnZkjQn,spotify:track:6kvoHl80mfCVTv7XnZkjQn,https://api.spotify.com/v1/tracks/6kvoHl80mfCVTv7XnZkjQn,https://api.spotify.com/v1/audio-analysis/6kvoHl80mfCVTv7XnZkjQn,258787.0,4.0
May 26,"""U Cant Touch This""",MC Hammer,8,June 16,5,1990,spotify:track:1B75hgRqe7A4fwee3g3Wmu,0.867,0.517,11.0,-13.222,0.0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,audio_features,1B75hgRqe7A4fwee3g3Wmu,spotify:track:1B75hgRqe7A4fwee3g3Wmu,https://api.spotify.com/v1/tracks/1B75hgRqe7A4fwee3g3Wmu,https://api.spotify.com/v1/audio-analysis/1B75hgRqe7A4fwee3g3Wmu,257360.0,4.0
June 2,"""Ooh La La I Cant Get Over You""",Perfect Gentlemen,10,June 2,1,1990,spotify:track:2obTnCmXErghJPwnXFw4tV,0.645,0.328,7.0,-11.329,0.0,0.0275,0.481,0.0,0.0812,0.296,136.433,audio_features,2obTnCmXErghJPwnXFw4tV,spotify:track:2obTnCmXErghJPwnXFw4tV,https://api.spotify.com/v1/tracks/2obTnCmXErghJPwnXFw4tV,https://api.spotify.com/v1/audio-analysis/2obTnCmXErghJPwnXFw4tV,286067.0,4.0
June 9,"""Step by Step""",New Kids on the Block,1,June 30,7,1990,spotify:track:6J6RWKCPN5RFKHUKEUFjxS,0.787,0.63,0.0,-12.295,1.0,0.0609,0.0274,6.69e-06,0.161,0.882,125.347,audio_features,6J6RWKCPN5RFKHUKEUFjxS,spotify:track:6J6RWKCPN5RFKHUKEUFjxS,https://api.spotify.com/v1/tracks/6J6RWKCPN5RFKHUKEUFjxS,https://api.spotify.com/v1/audio-analysis/6J6RWKCPN5RFKHUKEUFjxS,267293.0,4.0
June 16,"""Ready or Not""",After 7,7,June 23,3,1990,spotify:track:6AgDFWLbbAt2migXMbrhXT,0.733,0.566,8.0,-12.06,0.0,0.039,0.0966,0.0,0.074,0.775,141.94,audio_features,6AgDFWLbbAt2migXMbrhXT,spotify:track:6AgDFWLbbAt2migXMbrhXT,https://api.spotify.com/v1/tracks/6AgDFWLbbAt2migXMbrhXT,https://api.spotify.com/v1/audio-analysis/6AgDFWLbbAt2migXMbrhXT,275827.0,4.0
June 16,"""Do You Remember?""",Phil Collins,4,June 30,4,1990,spotify:track:3TLtCHUaiMHcQcJVGVW2p2,0.677,0.509,5.0,-7.472,1.0,0.0252,0.114,0.0134,0.0659,0.525,93.042,audio_features,3TLtCHUaiMHcQcJVGVW2p2,spotify:track:3TLtCHUaiMHcQcJVGVW2p2,https://api.spotify.com/v1/tracks/3TLtCHUaiMHcQcJVGVW2p2,https://api.spotify.com/v1/audio-analysis/3TLtCHUaiMHcQcJVGVW2p2,275987.0,4.0
June 23,"""Hold On""",En Vogue,2,July 21,7,1990,spotify:track:3ZqjDpr3qCZnZBPcd0Hpj2,0.728,0.464,1.0,-11.156,1.0,0.0605,0.0865,0.0,0.343,0.383,96.944,audio_features,3ZqjDpr3qCZnZBPcd0Hpj2,spotify:track:3ZqjDpr3qCZnZBPcd0Hpj2,https://api.spotify.com/v1/tracks/3ZqjDpr3qCZnZBPcd0Hpj2,https://api.spotify.com/v1/audio-analysis/3ZqjDpr3qCZnZBPcd0Hpj2,304467.0,4.0
June 23,"""Ill Be Your Shelter""",Taylor Dayne,4,July 14,4,1990,spotify:track:4hbXvRJfgctBgz7PVBtWQu,0.692,0.912,0.0,-5.26,1.0,0.0353,0.151,0.000217,0.132,0.886,107.388,audio_features,4hbXvRJfgctBgz7PVBtWQu,spotify:track:4hbXvRJfgctBgz7PVBtWQu,https://api.spotify.com/v1/tracks/4hbXvRJfgctBgz7PVBtWQu,https://api.spotify.com/v1/audio-analysis/4hbXvRJfgctBgz7PVBtWQu,283040.0,4.0
June 30,"""Cradle of Love""",Billy Idol,2,August 4,8,1990,spotify:track:5TSANSqPTD6nBG0NSJWmVB,0.612,0.942,3.0,-4.588,1.0,0.0399,0.0163,3.9e-06,0.0909,0.622,144.038,audio_features,5TSANSqPTD6nBG0NSJWmVB,spotify:track:5TSANSqPTD6nBG0NSJWmVB,https://api.spotify.com/v1/tracks/5TSANSqPTD6nBG0NSJWmVB,https://api.spotify.com/v1/audio-analysis/5TSANSqPTD6nBG0NSJWmVB,281467.0,4.0
July 7,"""Rub You the Right Way""",Johnny Gill,3,August 4,6,1990,spotify:track:40xz60ciGIpsRtDqRfPKBE,0.66,0.873,10.0,-6.952,1.0,0.0461,0.0152,0.00324,0.331,0.864,111.872,audio_features,40xz60ciGIpsRtDqRfPKBE,spotify:track:40xz60ciGIpsRtDqRfPKBE,https://api.spotify.com/v1/tracks/40xz60ciGIpsRtDqRfPKBE,https://api.spotify.com/v1/audio-analysis/40xz60ciGIpsRtDqRfPKBE,332307.0,4.0
July 14,"""Enjoy the Silence""",Depeche Mode,8,July 14,3,1990,spotify:track:4wGSg2Qqpt2sGCWuAZj6EN,0.626,0.667,0.0,-11.817,0.0,0.0283,0.209,0.000257,0.0779,0.83,112.776,audio_features,4wGSg2Qqpt2sGCWuAZj6EN,spotify:track:4wGSg2Qqpt2sGCWuAZj6EN,https://api.spotify.com/v1/tracks/4wGSg2Qqpt2sGCWuAZj6EN,https://api.spotify.com/v1/audio-analysis/4wGSg2Qqpt2sGCWuAZj6EN,257631.0,4.0
July 14,"""The Power""",Snap!,2,August 11,6,1990,spotify:track:0nQLxiNGbbUoSGrxksETLm,0.74,0.88,0.0,-7.693,1.0,0.0624,0.0434,0.00803,0.341,0.707,108.899,audio_features,0nQLxiNGbbUoSGrxksETLm,spotify:track:0nQLxiNGbbUoSGrxksETLm,https://api.spotify.com/v1/tracks/0nQLxiNGbbUoSGrxksETLm,https://api.spotify.com/v1/audio-analysis/0nQLxiNGbbUoSGrxksETLm,228994.0,4.0
